lotSizeSqFt,livingAreaSqFt,avgSchoolDistance,avgSchoolRating,avgSchoolSize,MedianStudentsPerTeacher,Bathrooms,Bedrooms,Stories,hasGarage,hasAssociation,HasSecurityFeatures
4181.0,1324.0,4.133333333333333,4.333333333333333,1066,12,3.0,3,2,1,1,1
12632.4,1359.0,1.5666666666666664,3.333333333333333,936,14,1.0,3,1,1,0,0
7623.0,1813.0,1.4666666666666668,5.0,814,15,2.0,3,1,1,0,1
9016.0,2111.0,1.7,4.0,1073,13,3.0,4,2,1,0,1
9060.0,1642.0,0.5333333333333333,4.0,1019,14,2.0,3,1,0,0,0
10323.0,2024.0,4.233333333333333,4.333333333333333,1066,12,2.0,3,1,0,0,0
11761.2,1730.0,2.2666666666666666,5.0,814,15,2.0,3,1,0,0,1
9583.0,2255.0,1.1666666666666667,4.333333333333333,983,14,3.0,4,2,1,0,0
8624.0,1509.0,1.2666666666666666,5.0,814,15,2.0,4,1,0,0,0
8102.0,1500.0,0.5,4.0,1019,14,2.0,3,1,0,0,0
13068.0,1615.0,1.8,4.0,1073,13,2.0,3,1,1,0,1
11761.2,1824.0,4.166666666666667,4.333333333333333,1066,12,2.0,3,1,0,0,0
8145.0,2335.0,1.5333333333333332,4.0,1073,13,3.0,3,2,0,0,0
9888.0,2179.0,0.4666666666666666,4.0,1028,14,2.0,3,1,0,0,1
10890.0,1238.0,2.2666666666666666,5.0,814,15,2.0,3,1,1,0,0
7623.0,1160.0,0.7666666666666666,4.666666666666667,933,14,2.0,3,1,1,0,1
11761.2,1994.0,0.6999999999999998,4.0,1028,14,2.0,3,1,0,0,0
12196.8,1295.0,2.2666666666666666,5.0,814,15,2.0,3,1,0,0,0
21344.4,2314.0,4.166666666666667,4.333333333333333,1066,12,3.0,3,2,0,0,0
8276.0,1670.0,0.5333333333333333,4.0,1019,14,2.0,3,1,1,0,1
7753.0,1536.0,1.5333333333333332,4.0,1073,13,2.0,3,1,0,0,0
10890.0,2127.0,4.2,4.333333333333333,1066,12,2.0,3,1,0,0,0
9583.0,2794.0,1.5,3.6666666666666665,1024,13,4.0,4,2,1,1,1
8276.0,1152.0,1.2,4.333333333333333,983,14,2.0,3,1,0,0,1
9147.0,1856.0,1.2666666666666666,5.0,814,15,2.0,4,1,0,0,0
6969.0,1040.0,0.6666666666666666,4.666666666666667,933,14,2.0,3,1,0,0,0
13068.0,1848.0,0.6999999999999998,4.0,1028,14,2.0,4,1,0,0,0
12632.4,1966.0,1.5333333333333332,4.0,1073,13,2.0,3,1,0,0,0
15245.999999999998,1584.0,1.3333333333333333,5.0,814,15,2.0,3,1,1,0,0
7535.0,1023.0,0.7000000000000001,4.666666666666667,933,14,2.0,3,1,1,0,1
9147.0,1402.0,1.2666666666666666,5.0,814,15,2.0,3,1,0,0,0
1711.0,1713.0,1.3,5.0,814,15,2.0,3,1,0,0,0
11325.6,1541.0,4.266666666666667,4.333333333333333,1066,12,2.0,3,2,1,0,1
9496.0,1588.0,4.3,4.333333333333333,1066,12,2.0,3,2,1,0,0
10193.0,1732.0,1.3,5.0,814,15,2.0,3,1,1,0,0
9801.0,1981.0,4.266666666666667,4.333333333333333,1066,12,2.0,3,1,0,0,0
10367.0,1758.0,4.1000000000000005,4.333333333333333,1066,12,3.0,3,2,1,0,1
12196.8,1585.0,4.133333333333334,4.333333333333333,1066,12,3.0,3,2,0,0,0
26136.0,1799.0,4.066666666666666,4.333333333333333,1066,12,2.0,3,1,1,0,0
10454.0,1422.0,4.333333333333333,4.333333333333333,1066,12,2.0,3,1,1,0,0
10454.0,1376.0,4.333333333333333,4.333333333333333,1066,12,2.0,3,1,0,0,0
13939.2,1876.0,0.8666666666666667,4.0,1073,13,3.0,3,1,0,0,0
12196.8,1926.0,2.2,5.0,814,15,3.0,3,1,1,0,0
10890.0,2064.0,4.166666666666667,4.333333333333333,1066,12,3.0,4,2,0,0,0
12196.8,1419.0,2.2,5.0,814,15,3.0,4,1,0,0,0
9844.0,970.0,0.8000000000000002,4.666666666666667,933,14,2.0,3,1,1,0,0
13503.6,2081.0,0.7666666666666666,4.0,1073,13,3.0,4,1,1,0,0
10018.0,1352.0,1.0,3.333333333333333,936,14,2.0,3,1,0,0,0
13503.6,1694.0,2.1,5.0,814,15,2.0,3,1,0,0,1
11761.2,1100.0,4.366666666666666,4.333333333333333,1066,12,2.0,2,1,1,0,0
14810.4,2270.0,0.7000000000000001,4.0,1073,13,3.0,4,1,1,0,0
6577.0,1138.0,1.0666666666666669,3.333333333333333,936,14,2.0,2,1,0,0,0
6795.0,1944.0,1.1666666666666667,4.0,1073,13,3.0,4,2,0,1,0
13068.0,3510.0,0.7333333333333334,4.0,1073,13,3.0,5,2,1,0,1
10323.0,1846.0,1.2666666666666666,5.0,814,15,2.0,3,1,1,0,0
12196.8,2007.0,1.8,5.0,814,15,3.0,4,1,0,0,0
11761.2,1321.0,1.6666666666666667,3.333333333333333,936,14,2.0,3,1,0,0,0
10149.0,1544.0,1.7666666666666666,5.0,814,15,2.0,3,1,0,0,1
4486.0,1606.0,1.1666666666666667,4.0,1073,13,2.0,3,1,0,1,0
6882.0,1000.0,1.2666666666666666,5.0,814,15,1.0,3,1,0,0,0
4844.0,1868.0,1.2,4.0,1073,13,3.0,3,2,1,1,0
10672.0,2044.0,0.7333333333333334,4.0,1073,13,2.0,5,1,1,0,1
9408.0,1859.0,1.7,5.0,814,15,2.0,4,1,1,0,0
9844.0,1969.0,1.8,5.0,814,15,2.0,4,1,0,0,0
9583.0,1768.0,1.8333333333333333,3.333333333333333,936,14,2.0,4,1,0,0,0
10890.0,1786.0,1.7,3.333333333333333,936,14,2.0,3,1,1,0,1
16552.8,1715.0,1.838295658649848,5.778694090331862,1237,15,2.0,3,1,1,0,1
16988.4,1554.0,1.7333333333333334,5.0,814,15,2.0,3,1,0,0,1
12632.4,2649.0,1.7,3.333333333333333,936,14,2.0,3,1,1,0,0
14810.4,2108.0,1.7333333333333334,5.0,814,15,2.0,3,2,0,0,0
16552.8,2008.0,1.4,3.333333333333333,936,14,2.0,3,1,0,0,0
8581.0,1450.0,1.2666666666666666,5.0,814,15,2.0,3,1,1,0,0
7318.0,960.0,0.7666666666666666,4.666666666666667,933,14,2.0,3,1,1,0,0
7840.0,2002.0,1.0333333333333334,4.0,1073,13,3.0,3,2,0,0,0
7187.0,2401.0,1.2,5.0,814,15,3.0,4,2,0,0,0
6011.0,3274.0,1.5,3.6666666666666665,1024,13,5.0,5,2,1,1,0
7405.0,1653.0,1.0333333333333334,4.0,1073,13,2.0,3,1,1,0,1
11325.6,1559.0,1.3666666666666665,5.0,814,15,2.0,3,1,1,0,0
7230.0,1500.0,1.2,5.0,814,15,2.0,3,1,1,0,0
5706.0,1066.0,1.5666666666666664,3.6666666666666665,1024,13,1.0,3,1,1,0,1
7020.0,2701.0,1.5,5.0,814,15,2.5,4,2,0,1,1
17424.0,1349.0,1.7666666666666668,3.333333333333333,936,14,1.0,2,1,1,0,1
6316.0,1270.0,1.2666666666666666,5.0,814,15,2.0,3,1,1,0,0
8058.0,2291.0,1.0666666666666669,4.0,1073,13,3.0,3,2,0,1,0
10890.0,1897.0,1.8,3.333333333333333,936,14,2.0,4,1,0,0,0
7187.0,2828.0,1.838295658649848,5.778694090331862,1237,15,3.0,3,2,0,1,1
8450.0,2794.0,1.4666666666666668,3.6666666666666665,1024,13,4.0,4,2,0,1,0
28749.6,1550.0,1.6333333333333335,3.333333333333333,936,14,2.0,3,1,0,0,0
13068.0,1849.0,1.3666666666666665,5.0,814,15,3.0,4,1,0,0,0
12632.4,2631.0,2.033333333333333,5.0,814,15,2.0,4,1,0,0,1
6882.0,1115.0,1.2666666666666666,5.0,814,15,2.0,3,1,1,0,1
10193.0,1790.0,1.7333333333333334,3.333333333333333,936,14,2.0,4,1,0,0,0
13939.2,1422.0,1.4333333333333336,3.333333333333333,936,14,2.0,3,1,0,0,0
6882.0,1221.0,1.2333333333333334,5.0,814,15,2.0,4,1,0,0,0
12196.8,1828.0,2.033333333333333,5.0,814,15,2.0,4,1,1,0,0
10367.0,1888.0,1.7333333333333334,3.333333333333333,936,14,2.0,3,1,1,0,0
6708.0,999.0,0.7000000000000001,4.666666666666667,933,14,2.0,3,1,0,0,1
8232.0,1683.0,0.5333333333333333,4.0,1028,14,2.0,3,1,0,0,0
7840.0,1064.0,1.2333333333333334,5.0,814,15,2.0,3,1,0,0,0
9888.0,1995.0,1.7,3.333333333333333,936,14,2.0,3,2,0,0,0
6795.0,1002.0,0.7000000000000001,4.666666666666667,933,14,1.0,3,1,0,0,0
7927.0,1344.0,0.6999999999999998,4.0,1104,14,2.0,3,1,0,0,0
10018.0,1316.0,2.0,5.0,814,15,2.0,3,1,0,0,1
8232.0,3482.0,1.4333333333333331,5.0,814,15,3.0,4,1,1,0,0
8668.0,1684.0,0.5333333333333333,4.0,1019,14,2.0,3,1,1,0,1
8712.0,2259.0,1.0333333333333334,4.0,1073,13,3.0,4,2,0,0,1
3480.0,1709.0,1.4333333333333331,5.0,814,15,3.0,4,2,0,1,0
9583.0,1799.0,1.8,3.333333333333333,936,14,2.0,3,1,0,0,0
6446.0,2608.0,1.4333333333333331,5.0,814,15,3.0,3,2,1,1,1
4748.0,2332.0,1.2666666666666666,4.0,1073,13,3.0,4,2,1,1,0
6708.0,2204.0,1.2666666666666666,4.0,1073,13,3.0,4,2,1,1,1
8058.0,1503.0,0.43333333333333335,4.0,1028,14,2.0,3,1,0,0,0
8276.0,2039.0,0.8000000000000002,3.6666666666666665,1002,14,3.0,4,1,0,0,0
13503.6,2176.0,1.6333333333333335,4.0,1073,13,3.0,4,2,0,0,0
7840.0,1493.0,0.7666666666666666,3.6666666666666665,1002,14,2.0,3,1,0,0,0
5706.0,1470.0,1.2333333333333334,4.0,1073,13,2.0,3,1,0,1,0
6751.0,974.0,0.6666666666666666,4.666666666666667,933,14,2.0,3,1,0,0,0
8058.0,1180.0,0.5666666666666667,4.0,1019,14,2.0,3,1,1,0,1
3876.0,1224.0,1.5333333333333332,3.333333333333333,936,14,2.0,2,1,1,1,1
7971.0,1712.0,0.7666666666666666,3.6666666666666665,1002,14,2.0,3,1,0,0,0
20037.6,2072.0,1.3666666666666665,3.333333333333333,936,14,3.0,4,1,0,0,0
2962.0,1777.0,1.4333333333333331,5.0,814,15,3.0,4,2,1,1,1
9670.0,1417.0,0.5333333333333333,4.0,1019,14,2.0,3,1,1,0,1
6098.0,1423.0,1.2,4.0,1073,13,2.0,3,1,0,1,0
7753.0,1700.0,1.3,5.0,814,15,2.0,4,1,1,0,1
9574.0,1387.0,1.2333333333333334,4.333333333333333,983,14,2.0,3,1,1,0,0
10497.0,2168.0,1.9666666666666668,5.0,814,15,2.0,3,1,0,0,0
3750.0,1228.0,1.4666666666666668,5.0,814,15,2.0,3,1,1,1,0
7666.0,1094.0,0.8666666666666667,2.6666666666666665,932,14,1.0,3,1,1,0,1
11761.2,1710.0,1.6333333333333335,3.333333333333333,936,14,2.0,3,1,0,0,1
7579.0,1246.0,1.2666666666666666,5.0,814,15,2.0,3,1,0,0,0
7840.0,1843.0,1.1333333333333335,4.0,1073,13,2.0,4,1,1,0,1
9147.0,1904.0,1.1,3.333333333333333,936,14,0.0,3,2,0,0,0
9147.0,1135.0,1.2,4.333333333333333,983,14,1.0,3,1,1,0,0
8668.0,1907.0,0.9,3.6666666666666665,1002,14,2.0,3,1,0,0,0
6011.0,2794.0,1.5,3.6666666666666665,1024,13,4.0,4,2,0,1,0
9191.0,2614.0,1.1,3.333333333333333,936,14,2.0,4,1,1,0,0
9147.0,1504.0,0.7666666666666666,3.6666666666666665,1002,14,2.0,3,1,1,0,1
5052.0,1331.0,1.2333333333333334,4.0,1073,13,2.0,3,1,1,1,1
8450.0,2096.0,0.7999999999999999,4.0,1028,14,0.0,6,1,0,0,0
7056.0,1222.0,1.2666666666666666,5.0,814,15,1.0,3,1,0,0,0
8878.0,2004.0,1.5333333333333332,4.0,1073,13,3.0,3,2,1,1,0
9931.0,936.0,0.6666666666666666,4.0,1019,14,1.0,2,1,1,0,0
7710.0,1115.0,1.2666666666666666,5.0,814,15,2.0,3,1,1,0,0
7927.0,1654.0,0.6333333333333333,4.0,1019,14,2.0,3,1,0,0,0
12196.8,1231.0,1.4666666666666668,3.333333333333333,936,14,2.0,3,1,1,0,0
5749.0,1207.0,1.2,4.333333333333333,983,14,1.0,2,1,0,0,0
15245.999999999998,2217.0,1.0666666666666669,4.0,838,14,3.0,4,1,0,0,1
9931.0,2006.0,0.5,4.0,1028,14,3.0,4,2,1,0,1
7230.0,1600.0,0.6333333333333333,4.0,1019,14,2.0,4,1,1,0,0
5880.0,1701.0,1.4666666666666668,3.6666666666666665,1024,13,2.0,3,1,0,1,0
11761.2,1645.0,1.4333333333333336,3.333333333333333,936,14,2.0,3,1,0,0,1
7971.0,1338.0,0.6333333333333333,4.0,1019,14,2.0,4,1,0,0,1
9321.0,950.0,1.1,3.333333333333333,936,14,1.0,3,1,0,0,0
5662.0,1102.0,1.6333333333333335,3.6666666666666665,1024,13,2.0,3,1,0,0,1
9651.0,1114.0,1.1,3.333333333333333,936,14,1.0,2,1,1,0,0
7448.0,988.0,0.8666666666666667,2.6666666666666665,932,14,1.0,3,1,1,0,0
10201.0,1875.0,1.7333333333333334,3.333333333333333,936,14,2.0,3,1,0,0,0
13068.0,1344.0,1.0666666666666669,3.333333333333333,936,14,2.0,3,1,0,0,0
8407.0,2262.0,0.8666666666666667,3.6666666666666665,1002,14,2.0,3,1,1,0,0
5662.0,1102.0,1.6,3.6666666666666665,1024,13,2.0,3,1,0,0,0
9278.0,1173.0,1.2333333333333334,4.333333333333333,983,14,2.0,3,1,1,0,1
16988.4,2001.0,1.8333333333333333,5.0,814,15,2.0,4,1,0,0,0
10105.0,1848.0,1.7333333333333334,3.333333333333333,936,14,3.0,3,1,1,0,0
9757.0,1462.0,0.6,4.0,1019,14,2.0,3,1,1,0,0
9278.0,1653.0,0.6333333333333333,4.0,1019,14,2.0,3,1,0,0,0
11761.2,1118.0,1.4,3.333333333333333,936,14,1.0,3,1,1,0,0
4268.0,1237.0,1.1666666666666667,4.333333333333333,983,14,2.0,3,2,1,1,1
5967.0,1080.0,1.6333333333333335,3.6666666666666665,1024,13,2.0,3,1,0,0,1
13068.0,1752.0,1.3666666666666665,5.0,814,15,2.0,3,1,1,0,0
16552.8,2443.0,1.2333333333333334,4.333333333333333,983,14,3.0,3,1,1,0,1
5967.0,1119.0,1.6333333333333335,3.6666666666666665,1024,13,2.0,3,1,1,0,0
9408.0,2561.0,0.6,4.0,1019,14,3.0,4,2,1,1,0
10890.0,1759.0,1.9666666666666668,5.0,814,15,2.0,3,1,1,0,0
13068.0,1918.0,1.3666666666666665,5.0,814,15,2.0,3,1,1,0,0
8015.0,1890.0,0.9333333333333336,3.6666666666666665,1002,14,2.0,4,2,1,0,1
5401.0,1400.0,4.0,4.333333333333333,1066,12,2.0,3,1,0,1,1
9278.0,1056.0,0.5333333333333333,4.0,1019,14,1.0,3,1,1,0,0
12632.4,1823.0,1.8,3.333333333333333,936,14,2.0,3,1,1,0,1
9365.0,1176.0,4.266666666666667,4.333333333333333,1066,12,1.0,3,1,1,0,0
9688.0,1769.0,0.6,4.0,1019,14,2.0,3,1,0,0,0
9979.0,1919.0,1.9333333333333336,5.0,814,15,2.0,3,1,1,0,1
8189.0,1203.0,0.7666666666666666,3.6666666666666665,1002,14,2.0,3,1,0,0,0
12196.8,2275.0,1.8,3.333333333333333,936,14,3.0,4,1,1,0,0
8276.0,1322.0,0.8666666666666667,3.6666666666666665,1002,14,2.0,3,1,1,0,1
9583.0,1382.0,1.2,5.0,814,15,2.0,3,1,0,0,0
13068.0,2515.0,0.5333333333333333,4.0,1028,14,3.0,4,2,0,0,0
13068.0,1611.0,1.3666666666666665,5.0,814,15,2.0,3,1,1,0,0
10890.0,1591.0,0.5333333333333333,4.0,1019,14,2.0,3,1,1,0,0
9104.0,1732.0,1.2333333333333332,4.333333333333333,983,14,2.0,4,1,1,0,1
13068.0,1622.0,1.3999999999999997,5.0,814,15,2.0,3,1,0,0,0
12196.8,1734.0,0.5333333333333333,4.0,1028,14,2.0,3,1,0,0,0
10628.0,1976.0,1.7,4.0,1073,13,2.0,3,1,0,0,0
9016.0,1503.0,1.2,5.0,814,15,2.0,4,1,1,0,1
12196.8,1013.0,1.1666666666666667,4.0,838,14,2.0,3,1,0,0,0
9452.0,1775.0,1.8333333333333333,5.0,814,15,3.0,3,1,0,0,0
10628.0,2103.0,1.8333333333333333,5.0,814,15,3.0,3,1,0,0,0
10105.0,1501.0,1.8,5.0,814,15,2.0,3,1,0,0,0
13068.0,2261.0,1.3666666666666665,5.0,814,15,3.0,4,1,0,0,0
6011.0,1713.0,1.5,3.6666666666666665,1024,13,2.0,3,1,1,1,1
11761.2,1382.0,0.7333333333333333,4.0,1028,14,2.0,3,1,1,0,1
5675.0,1521.0,0.9333333333333332,4.0,838,14,2.0,2,2,0,1,0
11761.2,1660.0,1.4666666666666668,3.333333333333333,936,14,2.0,3,1,1,0,0
7187.0,1362.0,0.5333333333333333,4.0,1028,14,3.0,3,1,0,0,0
10018.0,1648.0,1.9333333333333336,5.0,814,15,2.0,3,1,1,0,0
9496.0,1720.0,1.8333333333333333,3.333333333333333,936,14,2.0,3,1,1,0,1
8058.0,1167.0,0.5333333333333333,4.0,1019,14,2.0,3,1,0,0,1
10018.0,1820.0,1.9333333333333336,5.0,814,15,2.0,4,1,1,0,0
8058.0,1206.0,0.5666666666666668,4.0,1019,14,2.0,3,1,0,0,1
14810.4,1705.0,1.6,3.333333333333333,936,14,2.0,3,1,0,0,0
13068.0,2958.0,1.3999999999999997,5.0,814,15,3.0,5,1,1,0,1
11761.2,3120.0,1.0,3.333333333333333,936,14,4.0,8,2,0,0,0
10323.0,1719.0,1.8,3.333333333333333,936,14,2.0,4,1,0,0,0
10149.0,1130.0,0.5666666666666668,4.0,1019,14,2.0,3,1,0,0,0
9801.0,1295.0,1.3,5.0,814,15,2.0,3,1,0,0,0
16988.4,1673.0,1.4,3.333333333333333,936,14,2.0,3,1,1,0,0
8973.0,1352.0,1.0666666666666669,3.333333333333333,936,14,2.0,3,1,0,0,0
8537.0,1489.0,0.7666666666666666,3.6666666666666665,1002,14,2.0,3,1,1,1,0
12196.8,2160.0,0.7666666666666666,4.0,1028,14,3.0,4,1,1,0,1
9147.0,1140.0,1.0333333333333332,3.333333333333333,936,14,2.0,3,1,1,0,0
9583.0,1560.0,0.5333333333333333,4.0,1028,14,2.0,4,1,1,0,1
7505.0,1240.0,0.6,4.0,1019,14,2.0,3,1,0,0,1
8094.0,910.0,0.6333333333333333,4.0,1019,14,1.0,2,1,1,0,0
9321.0,1008.0,1.0333333333333332,3.333333333333333,936,14,1.0,3,1,0,0,0
8799.0,1192.0,0.9333333333333332,2.6666666666666665,932,14,1.0,3,1,0,0,0
14810.4,1714.0,1.4333333333333331,5.0,814,15,2.0,3,1,1,0,1
9016.0,2050.0,0.5666666666666667,4.0,1028,14,2.0,4,1,1,0,1
9487.0,1946.0,1.2666666666666666,5.0,814,15,2.0,3,1,0,0,1
9365.0,1554.0,0.5,4.0,1028,14,2.0,3,1,1,0,1
10323.0,1630.0,1.4,5.0,814,15,2.0,4,1,0,0,0
9278.0,1508.0,0.5333333333333333,4.0,1028,14,2.0,3,1,0,0,0
9757.0,1069.0,1.3333333333333333,5.0,814,15,2.0,3,1,0,0,0
8799.0,1248.0,0.9,2.6666666666666665,932,14,1.0,3,1,0,0,0
16552.8,2400.0,1.3,4.333333333333333,983,14,4.0,4,1,1,0,1
6446.0,1100.0,0.5666666666666668,4.0,1019,14,2.0,3,1,1,0,0
10715.0,1415.0,1.4333333333333331,5.0,814,15,2.0,3,1,0,0,0
6969.0,1178.0,0.5666666666666668,4.0,1019,14,2.0,3,1,0,0,0
9583.0,1508.0,1.2333333333333332,5.0,814,15,2.0,4,1,0,0,1
6054.0,1348.0,0.6999999999999998,4.0,1104,14,2.0,3,1,1,1,0
8145.0,1533.0,0.8666666666666667,3.6666666666666665,1002,14,2.0,3,1,1,0,0
6926.0,1538.0,0.8666666666666667,3.6666666666666665,1002,14,2.0,4,1,0,0,0
9626.0,1524.0,1.2000000000000002,5.0,814,15,2.0,3,1,0,0,0
5536.0,1300.0,4.0,4.333333333333333,1066,12,2.0,3,1,0,1,0
9801.0,1420.0,0.6,4.0,1028,14,2.0,3,1,1,0,0
20908.8,1080.0,1.3,5.0,814,15,2.0,3,1,1,0,0
9888.0,800.0,0.9,2.6666666666666665,932,14,0.0,3,1,0,0,0
9321.0,1678.0,0.5333333333333333,4.0,1028,14,2.0,4,1,0,0,0
23522.4,1754.0,1.3333333333333333,5.0,814,15,2.0,4,1,0,0,1
9670.0,1533.0,1.2000000000000002,5.0,814,15,2.0,3,1,0,0,0
3528.0,930.0,1.2,4.333333333333333,983,14,1.0,2,1,0,1,0
8450.0,1754.0,1.2666666666666666,5.0,814,15,3.0,3,2,0,0,0
4225.0,1193.0,1.1666666666666667,4.333333333333333,983,14,2.0,3,2,1,1,0
4260.0,1237.0,1.2,4.333333333333333,983,14,2.0,3,2,1,1,0
14810.4,1728.0,1.3666666666666665,5.0,814,15,2.0,4,1,0,0,0
8712.0,1196.0,1.3,4.0,838,14,2.0,4,1,1,0,0
4237.0,1193.0,1.2,4.333333333333333,983,14,2.0,2,2,1,1,1
11761.2,1486.0,1.4,5.0,814,15,2.0,3,1,1,0,1
10759.0,1512.0,0.5666666666666668,4.0,1028,14,2.0,3,1,0,0,0
7753.0,1304.0,1.2,5.0,814,15,2.0,3,1,1,0,0
8058.0,3872.0,0.6666666666666666,4.0,1019,14,8.0,8,2,1,0,0
8363.0,1260.0,1.2,5.0,814,15,2.0,3,1,1,0,0
10497.0,1818.0,0.5666666666666668,4.0,1028,14,2.0,4,1,1,0,0
13068.0,1588.0,1.4666666666666668,5.0,814,15,2.0,3,1,0,0,0
12196.8,1556.0,0.6,4.0,1028,14,2.0,3,1,0,0,0
7797.0,1382.0,0.8666666666666667,3.6666666666666665,1002,14,2.0,3,1,0,0,0
10715.0,1004.0,1.0666666666666669,3.333333333333333,936,14,1.0,3,1,1,0,0
30492.0,1416.0,0.9,2.6666666666666665,932,14,3.0,3,1,1,0,1
7143.0,1226.0,1.3333333333333333,5.0,814,15,2.0,3,1,0,0,0
9818.0,1014.0,0.5666666666666668,4.0,1028,14,1.0,3,1,1,0,1
13503.6,2120.0,1.3333333333333333,5.0,814,15,4.0,4,1,1,0,1
9060.0,1328.0,0.6,4.0,1028,14,2.0,4,1,0,0,0
7884.0,1601.0,0.4666666666666666,4.0,1028,14,2.0,4,1,1,0,0
7927.0,1518.0,0.4666666666666666,4.0,1028,14,2.0,4,1,1,0,0
5880.0,1130.0,1.1666666666666667,4.0,838,14,2.0,4,1,0,0,0
7448.0,1193.0,1.3333333333333333,5.0,814,15,2.0,3,1,0,0,0
13068.0,1800.0,1.3666666666666665,5.0,814,15,1.75,3,1,1,0,0
13068.0,1740.0,1.3666666666666665,5.0,814,15,2.0,3,1,0,0,0
7840.0,2344.0,1.1666666666666667,5.0,814,15,0.0,0,1,0,0,0
12632.4,1640.0,1.4,5.0,814,15,2.0,3,1,1,0,0
12196.8,1971.0,1.2000000000000002,4.0,838,14,2.0,4,1,1,0,0
9147.0,1031.0,0.5666666666666668,4.0,1028,14,1.0,3,1,1,0,0
5662.0,956.0,1.1,4.0,838,14,2.0,3,1,0,0,0
10454.0,1954.0,0.5333333333333333,4.0,1019,14,3.0,3,1,1,0,0
11761.2,2171.0,0.6,4.0,1028,14,3.0,4,1,1,0,0
13068.0,1819.0,1.3666666666666665,5.0,814,15,2.0,3,1,0,0,1
4617.0,1316.0,1.1666666666666667,4.333333333333333,983,14,2.0,3,2,0,1,0
8712.0,1600.0,0.6333333333333333,4.0,1019,14,2.0,4,1,0,0,1
13503.6,1716.0,0.9,3.6666666666666665,1002,14,2.0,4,1,0,0,0
13068.0,2320.0,1.3333333333333333,5.0,814,15,3.0,4,1,1,0,1
5837.0,1117.0,1.0333333333333334,4.0,838,14,1.0,3,1,0,0,0
8755.0,1564.0,0.5333333333333333,4.0,1028,14,2.0,3,1,0,0,0
8755.0,1530.0,0.4666666666666666,4.0,1028,14,2.0,3,1,1,0,0
9147.0,780.0,1.0333333333333334,3.333333333333333,936,14,1.0,2,1,0,0,0
9583.0,1997.0,2.0,5.0,814,15,2.0,4,1,0,0,0
9278.0,1411.0,0.5333333333333333,4.0,1028,14,2.0,3,1,0,0,0
7353.0,1022.0,0.9,2.6666666666666665,932,14,1.0,3,1,0,0,0
13503.6,1657.0,0.9333333333333332,3.6666666666666665,1002,14,2.0,4,1,0,0,0
15681.6,1658.0,1.3333333333333333,4.333333333333333,983,14,3.0,3,1,0,0,0
13068.0,1991.0,1.4,5.0,814,15,2.0,3,1,0,0,0
8537.0,2409.0,0.6666666666666666,4.0,1019,14,4.0,5,1,1,0,1
7274.0,1208.0,0.8666666666666666,2.6666666666666665,932,14,2.0,3,1,1,0,1
8929.0,1157.0,1.2000000000000002,5.0,814,15,2.0,3,1,1,0,0
13068.0,1727.0,1.4,5.0,814,15,2.0,3,1,1,0,0
7927.0,1033.0,0.5333333333333333,4.0,1019,14,1.0,3,1,0,0,0
6969.0,3908.0,0.6,4.0,1104,14,0.0,0,2,0,1,0
13068.0,1978.0,1.4,5.0,814,15,2.0,3,1,1,0,1
11761.2,1252.0,0.5666666666666668,4.0,1019,14,1.0,3,1,1,0,1
8398.0,1153.0,1.2333333333333334,5.0,814,15,2.0,3,1,1,0,1
9931.0,1412.0,1.8666666666666665,5.0,814,15,2.0,3,1,0,0,0
7884.0,2209.0,0.5333333333333333,4.0,1019,14,2.0,4,1,0,0,1
10236.0,3120.0,1.0,3.333333333333333,936,14,4.0,8,2,0,0,0
11761.2,1680.0,0.8666666666666667,3.6666666666666665,1002,14,2.0,3,1,1,0,1
12632.4,3120.0,1.0,3.333333333333333,936,14,4.0,8,2,0,0,0
8102.0,988.0,0.5,4.0,1019,14,1.0,3,1,1,0,0
10890.0,1205.0,1.2333333333333334,5.0,814,15,2.0,3,1,0,0,0
8581.0,1562.0,1.2,4.333333333333333,983,14,2.0,4,1,1,0,0
8537.0,1195.0,1.2333333333333334,5.0,814,15,2.0,3,1,0,0,0
11761.2,4128.0,0.7333333333333334,4.0,1019,14,8.0,8,2,1,0,0
7971.0,1042.0,1.3666666666666665,4.0,838,14,2.0,3,1,0,0,0
12632.4,1969.0,0.8333333333333334,3.6666666666666665,1002,14,2.0,4,1,1,0,0
10163.0,1104.0,0.43333333333333335,4.0,1028,14,1.0,3,1,0,0,0
8973.0,1627.0,1.8333333333333333,5.0,814,15,2.0,3,1,0,0,0
8276.0,1005.0,0.5666666666666667,4.0,1019,14,1.0,3,1,0,0,0
7797.0,1020.0,1.3,4.0,838,14,2.0,3,1,1,0,1
4617.0,1137.0,1.1666666666666667,4.333333333333333,983,14,3.0,3,1,0,1,0
7710.0,1020.0,1.2666666666666666,4.0,838,14,2.0,3,1,0,0,0
11761.2,306.0,0.9333333333333332,2.6666666666666665,932,14,1.0,1,1,0,0,0
7927.0,1456.0,0.5,4.0,1028,14,2.0,4,1,1,0,1
4660.0,1137.0,1.1666666666666667,4.333333333333333,983,14,3.0,3,2,1,1,0
4443.0,1332.0,1.1666666666666667,4.333333333333333,983,14,3.0,3,2,0,1,0
9147.0,1721.0,0.8666666666666666,3.6666666666666665,1002,14,2.0,4,1,0,0,0
9744.0,2591.0,0.8666666666666666,3.6666666666666665,1002,14,3.0,4,2,1,0,1
6708.0,1151.0,0.8666666666666666,2.6666666666666665,932,14,2.0,3,1,0,0,0
