,lotSizeSqFt,livingAreaSqFt,avgSchoolDistance,avgSchoolRating,avgSchoolSize,MedianStudentsPerTeacher,Bathrooms,Bedrooms,price,zip,Stories,BuiltAfter2k,HasPatioPorch,zpid
3497,4617.0,1316.0,1.1666666666666667,4.333333333333333,983,14,2.0,3,198000.0,78758,2,0,0,29428850
3498,8712.0,1600.0,0.6333333333333333,4.0,1019,14,2.0,4,425000.0,78757,1,0,1,29422475
3499,13503.6,1716.0,0.9,3.6666666666666665,1002,14,2.0,4,285000.0,78758,1,0,0,29431344
3500,13068.0,2320.0,1.3333333333333333,5.0,814,15,3.0,4,465000.0,78753,1,0,1,29427062
3501,5837.0,1117.0,1.0333333333333334,4.0,838,14,1.0,3,200000.0,78753,1,0,0,29424059
3502,8755.0,1564.0,0.5333333333333333,4.0,1028,14,2.0,3,339500.0,78758,1,0,0,29429843
3503,8755.0,1530.0,0.4666666666666666,4.0,1028,14,2.0,3,349999.0,78758,1,0,0,29425343
3504,9147.0,780.0,1.0333333333333334,3.333333333333333,936,14,1.0,2,170000.0,78753,1,0,0,29429057
3505,9583.0,1997.0,2.0,5.0,814,15,2.0,4,217500.0,78753,1,0,1,58302554
3506,9278.0,1411.0,0.5333333333333333,4.0,1028,14,2.0,3,315000.0,78758,1,0,0,29429842
3507,7353.0,1022.0,0.9,2.6666666666666665,932,14,1.0,3,225000.0,78753,1,0,0,29423840
3508,13503.6,1657.0,0.9333333333333332,3.6666666666666665,1002,14,2.0,4,435000.0,78758,1,0,0,29431337
3509,15681.6,1658.0,1.3333333333333333,4.333333333333333,983,14,3.0,3,295000.0,78758,1,0,0,29432544
3510,13068.0,1991.0,1.4,5.0,814,15,2.0,3,399990.0,78753,1,0,0,29427044
3511,8537.0,2409.0,0.6666666666666666,4.0,1019,14,4.0,5,415000.0,78757,1,0,1,29427337
3512,7274.0,1208.0,0.8666666666666666,2.6666666666666665,932,14,2.0,3,348000.0,78753,1,0,1,29423836
3513,8929.0,1157.0,1.2000000000000002,5.0,814,15,2.0,3,275000.0,78753,1,0,1,29425543
3514,13068.0,1727.0,1.4,5.0,814,15,2.0,3,325000.0,78753,1,0,0,29427042
3515,7927.0,1033.0,0.5333333333333333,4.0,1019,14,1.0,3,339000.0,78757,1,0,0,29423333
3516,6969.0,3908.0,0.6,4.0,1104,14,0.0,0,545000.0,78758,2,0,0,29429832
3517,13068.0,1978.0,1.4,5.0,814,15,2.0,3,265000.0,78753,1,0,1,29427041
3518,11761.2,1252.0,0.5666666666666668,4.0,1019,14,1.0,3,435000.0,78757,1,0,0,29422332
3519,8398.0,1153.0,1.2333333333333334,5.0,814,15,2.0,3,324900.0,78753,1,0,1,29425538
3520,9931.0,1412.0,1.8666666666666665,5.0,814,15,2.0,3,289000.0,78753,1,0,0,58302536
3521,7884.0,2209.0,0.5333333333333333,4.0,1019,14,2.0,4,269900.0,78757,1,0,0,29423330
3522,10236.0,3120.0,1.0,3.333333333333333,936,14,4.0,8,359000.0,78753,2,0,0,29427034
3523,11761.2,1680.0,0.8666666666666667,3.6666666666666665,1002,14,2.0,3,419500.0,78758,1,0,1,29431327
3524,12632.4,3120.0,1.0,3.333333333333333,936,14,4.0,8,359000.0,78753,2,0,0,29427032
3525,8102.0,988.0,0.5,4.0,1019,14,1.0,3,190000.0,78757,1,0,0,29423325
3526,10890.0,1205.0,1.2333333333333334,5.0,814,15,2.0,3,289900.0,78753,1,0,0,29425530
3527,8581.0,1562.0,1.2,4.333333333333333,983,14,2.0,4,430000.0,78758,1,0,1,29432324
3528,8537.0,1195.0,1.2333333333333334,5.0,814,15,2.0,3,299900.0,78753,1,0,0,29425529
3529,11761.2,4128.0,0.7333333333333334,4.0,1019,14,8.0,8,615000.0,78757,2,0,0,29427322
3530,7971.0,1042.0,1.3666666666666665,4.0,838,14,2.0,3,231500.0,78753,1,0,0,29425526
3531,12632.4,1969.0,0.8333333333333334,3.6666666666666665,1002,14,2.0,4,299900.0,78758,1,0,0,29431321
3532,10163.0,1104.0,0.43333333333333335,4.0,1028,14,1.0,3,290000.0,78758,1,0,0,29425321
3533,8973.0,1627.0,1.8333333333333333,5.0,814,15,2.0,3,350000.0,78753,1,0,1,58302694
3534,8276.0,1005.0,0.5666666666666667,4.0,1019,14,1.0,3,329900.0,78757,1,0,0,29423321
3535,7797.0,1020.0,1.3,4.0,838,14,2.0,3,318000.0,78753,1,0,1,29425520
3536,4617.0,1137.0,1.1666666666666667,4.333333333333333,983,14,3.0,3,195000.0,78758,1,0,0,29428819
3537,7710.0,1020.0,1.2666666666666666,4.0,838,14,2.0,3,239000.0,78753,1,0,0,29425517
3538,11761.2,306.0,0.9333333333333332,2.6666666666666665,932,14,1.0,1,139000.0,78753,1,0,0,29420819
3539,7927.0,1456.0,0.5,4.0,1028,14,2.0,4,429999.0,78758,1,0,1,29425317
3540,4660.0,1137.0,1.1666666666666667,4.333333333333333,983,14,3.0,3,192000.0,78758,2,0,0,29428814
3541,4443.0,1332.0,1.1666666666666667,4.333333333333333,983,14,3.0,3,199900.0,78758,2,0,0,29428813
3542,9147.0,1721.0,0.8666666666666666,3.6666666666666665,1002,14,2.0,4,279900.0,78758,1,0,0,29431312
3543,9744.0,2591.0,0.8666666666666666,3.6666666666666665,1002,14,3.0,4,235000.0,78758,2,0,1,29431311
3544,6708.0,1151.0,0.8666666666666666,2.6666666666666665,932,14,2.0,3,139000.0,78753,1,0,1,29423811
3545,9147.0,800.0,0.9666666666666668,2.6666666666666665,932,14,1.0,2,220000.0,78753,1,0,0,29420811
3546,11761.2,1674.0,1.2333333333333334,4.333333333333333,983,14,2.0,3,440000.0,78758,1,0,1,29432300
3547,10715.0,1444.0,1.2,4.333333333333333,983,14,2.0,3,434900.0,78758,1,0,0,29432299
3548,10500.0,1752.0,0.8333333333333334,3.6666666666666665,1002,14,2.0,3,264700.0,78758,1,0,0,29431299
3549,4617.0,1137.0,1.1666666666666667,4.333333333333333,983,14,2.0,3,185000.0,78758,2,0,0,29428799
3550,11325.6,1638.0,0.43333333333333335,4.0,1028,14,2.0,3,452500.0,78758,1,0,1,120896795
3551,4617.0,1137.0,1.1666666666666667,4.333333333333333,983,14,2.0,3,168000.0,78758,2,0,0,29428794
3552,7274.0,1033.0,0.7333333333333333,4.0,1028,14,2.0,3,289900.0,78758,1,0,0,29426792
3553,11325.6,1623.0,0.7333333333333333,4.0,1028,14,2.0,3,425200.0,78758,1,0,1,29426781
3554,9234.0,2019.0,0.5333333333333333,4.0,1028,14,2.0,4,375000.0,78758,1,0,0,29425279
3555,13939.2,1812.0,0.7333333333333333,4.0,1028,14,3.0,4,312000.0,78758,1,0,0,29426778
3556,12632.4,1030.0,0.8666666666666666,2.6666666666666665,932,14,2.0,3,255000.0,78753,1,0,0,29423771
3557,4312.0,1034.0,1.1666666666666667,4.333333333333333,983,14,2.0,2,189999.0,78758,2,0,1,29428765
3558,10497.0,1200.0,0.8333333333333334,2.6666666666666665,932,14,2.0,2,100000.0,78753,1,0,0,29422763
3559,8812.0,1344.0,0.5,4.0,1028,14,2.0,3,135500.0,78758,2,0,1,29425256
3560,8712.0,1579.0,0.7666666666666666,3.6666666666666665,1002,14,2.0,4,430000.0,78758,1,0,1,29431255
3561,8537.0,1476.0,0.8000000000000002,3.6666666666666665,1002,14,2.0,4,157500.0,78758,1,0,1,29431251
3562,4573.0,930.0,1.1666666666666667,4.333333333333333,983,14,1.0,2,129000.0,78758,1,0,0,29428748
3563,8712.0,1500.0,0.8333333333333334,2.6666666666666665,932,14,3.0,4,329900.0,78753,1,0,0,29422748
3564,8712.0,1848.0,0.6333333333333333,4.0,1019,14,3.0,3,385000.0,78757,2,1,0,58302242
3565,9191.0,1410.0,0.8000000000000002,3.6666666666666665,1002,14,2.0,4,425000.0,78758,1,0,1,29431240
3566,11325.6,1136.0,0.8666666666666667,4.0,1028,14,2.0,3,210500.0,78758,1,0,0,29422739
3567,13068.0,1644.0,0.7666666666666666,3.6666666666666665,1002,14,2.0,3,359900.0,78758,1,0,0,29431237
3568,8032.0,1404.0,0.8333333333333334,3.6666666666666665,1002,14,2.0,3,319900.0,78758,1,0,0,29431235
3569,5902380.0,1166.0,1.2,7.0,1189,16,2.0,3,435000.0,78757,1,0,1,29420734
3570,8712.0,1145.0,1.2,7.0,1189,16,1.0,3,450000.0,78757,1,0,0,29420733
3571,8712.0,1289.0,0.7999999999999999,3.6666666666666665,1002,14,2.0,3,379500.0,78758,1,0,1,29431232
3572,8319.0,2147.0,1.2,7.0,1189,16,2.0,3,650000.0,78757,1,0,1,29420727
3573,8973.0,2133.0,1.1666666666666667,4.333333333333333,983,14,3.0,4,399900.0,78758,1,0,0,29432224
3574,6098.0,1421.0,1.4,7.0,1189,16,3.0,4,460000.0,78757,1,0,0,29420721
3575,8581.0,2188.0,1.0,3.6666666666666665,1002,14,3.0,4,415000.0,78758,1,0,0,29432219
3576,7927.0,980.0,0.8666666666666667,2.6666666666666665,932,14,2.0,3,189900.0,78753,1,0,0,29423718
3577,9016.0,1568.0,1.0333333333333334,3.6666666666666665,1002,14,2.0,3,459777.0,78758,1,0,0,29432217
3578,9331.0,2326.0,0.5333333333333333,4.0,1028,14,4.0,4,289000.0,78758,2,0,0,29425216
3579,7840.0,1655.0,1.0333333333333334,3.6666666666666665,1002,14,3.0,3,440000.0,78758,2,0,1,29432215
3580,9060.0,1810.0,0.5333333333333333,4.0,1028,14,3.0,3,425000.0,78758,2,0,1,29425215
3581,9496.0,1455.0,0.7666666666666666,3.6666666666666665,1002,14,2.0,4,198000.0,78758,1,0,0,29429911
3582,8581.0,1679.0,1.0333333333333334,3.6666666666666665,1002,14,2.0,3,349000.0,78758,1,0,0,29432212
3583,9452.0,1127.0,0.4666666666666666,4.0,1028,14,1.0,3,214000.0,78758,1,0,0,29425210
3584,8276.0,1930.0,0.8666666666666666,3.6666666666666665,1002,14,2.0,4,379965.0,78758,1,0,0,29431209
3585,9757.0,1417.0,0.7000000000000001,4.0,1028,14,2.0,3,329900.0,78758,1,0,1,29422708
3586,9670.0,1966.0,0.5666666666666668,4.0,1028,14,2.0,4,385000.0,78758,1,0,0,29428703
3587,8015.0,1168.0,0.7999999999999999,4.0,1028,14,2.0,3,339900.0,78758,1,0,0,29422692
3588,10193.0,1070.0,0.43333333333333335,4.0,1028,14,2.0,3,125000.0,78758,1,0,1,29425183
3589,13068.0,2178.0,0.8333333333333334,4.0,1028,14,3.0,4,200000.0,78758,2,0,0,29427682
3590,15681.6,1146.0,0.7333333333333334,4.0,1028,14,2.0,4,290000.0,78758,1,0,0,29422679
3591,10149.0,1768.0,0.6,4.0,1028,14,2.0,4,385000.0,78758,1,0,1,29423390
3592,11761.2,1314.0,0.7333333333333334,4.0,1028,14,2.0,3,349500.0,78758,1,0,1,29422678
3593,9975.0,2231.0,0.5666666666666668,4.0,1028,14,2.0,4,395000.0,78758,1,0,0,29428676
3594,7143.0,1056.0,0.9,3.6666666666666665,1002,14,2.0,3,329000.0,78758,1,0,1,29431175
3595,12196.8,2658.0,0.5666666666666668,4.0,1028,14,3.5,5,256500.0,78758,2,0,0,29428670
3596,8190.0,1410.0,1.2666666666666666,7.0,1189,16,1.5,3,415000.0,78757,1,0,0,29420667
3597,7840.0,1040.0,0.4666666666666666,4.0,1028,14,2.0,3,225000.0,78758,1,0,1,29425165
3598,8058.0,1248.0,1.3,7.0,1189,16,2.0,3,335000.0,78757,1,0,0,29420664
3599,13503.6,2126.0,1.0,3.6666666666666665,1002,14,2.0,4,325000.0,78758,1,0,1,29432162
3600,13068.0,1684.0,1.0,3.6666666666666665,1002,14,2.0,3,320000.0,78758,1,0,0,29432161
3601,7385.0,1945.0,1.3666666666666665,7.0,1189,16,2.0,3,570000.0,78757,2,0,0,29420661
3602,7840.0,1369.0,0.4666666666666666,4.0,1028,14,2.0,3,429900.0,78758,1,0,0,29427486
3603,10193.0,1707.0,0.6666666666666666,4.0,1028,14,2.0,4,424900.0,78758,1,0,1,29427660
3604,10890.0,2078.0,1.0333333333333334,3.6666666666666665,1002,14,2.0,4,399000.0,78758,1,0,1,29432158
3605,9975.0,1417.0,0.6999999999999998,4.0,1028,14,2.0,3,319900.0,78758,1,0,0,29422658
3606,9583.0,1434.0,0.8666666666666667,3.6666666666666665,1002,14,2.0,3,399777.0,78758,1,0,1,29431156
3607,14374.8,1743.0,1.0,3.6666666666666665,1002,14,2.0,3,365000.0,78758,1,0,0,29432153
3608,7927.0,1734.0,0.7000000000000001,4.0,1028,14,2.0,4,318000.0,78758,1,0,0,29422652
3609,6926.0,1208.0,0.6333333333333333,4.0,1019,14,2.0,3,300000.0,78757,1,0,0,29426650
3610,7405.0,1352.0,0.6999999999999998,4.0,1028,14,2.0,3,269900.0,78758,1,0,0,29422648
3611,8755.0,1400.0,0.8333333333333334,3.6666666666666665,1002,14,2.0,3,415000.0,78758,1,0,1,29431147
3612,11761.2,1452.0,0.5333333333333333,4.0,1028,14,2.0,3,349900.0,78758,1,0,0,29425147
3613,10628.0,1650.0,0.8333333333333334,4.0,1028,14,2.0,3,174990.0,78758,1,0,1,29423645
3614,8537.0,1831.0,0.5000000000000001,4.0,1028,14,4.0,4,329000.0,78758,1,0,0,29425141
3615,10018.0,2396.0,0.8333333333333334,4.0,1028,14,2.0,3,449999.0,78758,1,0,0,29423639
3616,9801.0,1955.0,0.7666666666666666,4.0,1028,14,2.0,4,373000.0,78758,1,0,0,29427638
3617,11325.6,1781.0,0.8333333333333334,4.0,1028,14,2.0,3,349000.0,78758,1,0,0,29423638
3618,6969.0,1014.0,0.6666666666666666,4.0,1028,14,1.0,3,300000.0,78758,1,0,1,29422638
3619,7840.0,1317.0,0.8000000000000002,4.0,1104,14,2.0,2,389000.0,78758,1,0,0,29428637
3620,7692.0,1120.0,0.6666666666666666,4.0,1028,14,1.0,3,335000.0,78758,1,0,1,29422634
3621,8886.0,2609.0,1.3333333333333333,7.0,1189,16,2.0,3,825000.0,78757,1,0,1,29420632
3622,6834.0,1348.0,0.6666666666666666,4.0,1028,14,1.0,3,325000.0,78758,1,0,1,29423630
3623,6534.0,900.0,1.3666666666666665,7.0,1189,16,1.0,3,369000.0,78757,1,0,0,29420629
3624,6838.0,999.0,0.6333333333333334,4.0,1028,14,1.0,3,229900.0,78758,1,0,0,29423627
3625,9496.0,2432.0,0.6666666666666666,4.0,1028,14,3.0,4,434900.0,78758,2,0,0,29427626
3626,7361.0,1028.0,1.3,7.0,1189,16,1.0,3,380000.0,78757,1,0,0,29420623
3627,9278.0,1895.0,0.6666666666666666,4.0,1028,14,2.0,3,188000.0,78758,1,0,0,29427620
3628,7361.0,1186.0,0.6,4.0,1019,14,1.0,3,315000.0,78757,1,0,0,29425118
3629,7701.0,1629.0,0.5333333333333333,4.0,1028,14,2.0,4,319500.0,78758,1,0,0,29423615
3630,6067.0,1296.0,0.6333333333333334,4.0,1104,14,2.0,2,230000.0,78758,1,0,1,29430114
3631,7927.0,1102.0,0.6,4.0,1019,14,2.0,3,389000.0,78757,1,0,0,29425113
3632,7396.0,1342.0,1.3333333333333333,7.0,1189,16,1.0,3,439900.0,78757,1,0,0,29420612
3633,6067.0,1296.0,0.6666666666666666,4.0,1104,14,2.0,2,199000.0,78758,1,0,0,29430107
3634,8712.0,1221.0,1.2333333333333332,4.333333333333333,983,14,2.0,3,294900.0,78758,1,0,1,29431485
3635,6969.0,1446.0,0.6,4.0,1019,14,2.0,3,375000.0,78757,1,0,1,29426606
3636,7013.0,1095.0,0.6,4.0,1019,14,1.0,3,290000.0,78757,1,0,0,29425105
3637,7361.0,1208.0,0.6333333333333334,4.0,1028,14,2.0,3,295000.0,78758,1,0,1,29422604
3638,6067.0,1296.0,0.6666666666666666,4.0,1104,14,2.0,2,215000.0,78758,1,0,0,29430103
3639,11325.6,2393.0,0.6999999999999998,4.0,1028,14,3.0,4,518000.0,78758,1,0,1,29427602
3640,7797.0,1274.0,0.5333333333333333,4.0,1028,14,2.0,3,299500.0,78758,1,0,0,29423601
3641,10410.0,1182.0,0.8000000000000002,3.6666666666666665,1002,14,2.0,3,339400.0,78758,1,0,0,29431099
3642,9147.0,1359.0,0.7999999999999999,3.6666666666666665,1002,14,2.0,3,330000.0,78758,1,0,1,29431097
3643,8537.0,1283.0,0.6999999999999998,4.0,1028,14,2.0,3,289000.0,78758,1,0,1,29422597
3644,7753.0,1030.0,0.6333333333333333,4.0,1028,14,2.0,3,292000.0,78758,1,0,0,29423596
3645,10454.0,1189.0,0.7000000000000001,4.0,1019,14,2.0,3,230000.0,78757,1,0,0,29420595
3646,6068.0,1253.0,0.6666666666666666,4.0,1104,14,3.0,3,225000.0,78758,2,0,1,29430092
3647,7187.0,1403.0,0.5666666666666668,4.0,1019,14,3.0,3,199900.0,78757,2,0,0,29425092
3648,8015.0,1042.0,0.6,4.0,1019,14,2.0,3,370000.0,78757,1,0,0,29425091
3649,392.0,1415.0,0.43333333333333335,4.0,1028,14,2.0,3,212900.0,78758,2,0,0,29427582
3650,8494.0,1499.0,0.8666666666666667,3.6666666666666665,1002,14,2.0,4,459000.0,78758,1,0,1,29431077
3651,6067.0,1277.0,0.6999999999999998,4.0,1104,14,2.0,2,225000.0,78758,1,0,1,29430075
3652,9104.0,1420.0,0.7666666666666666,3.6666666666666665,1002,14,2.0,3,335000.0,78758,1,0,0,29428573
3653,7840.0,1218.0,0.5333333333333333,4.0,1019,14,2.0,3,259500.0,78757,1,0,0,29426573
3654,7753.0,1010.0,0.6333333333333333,4.0,1028,14,2.0,3,300000.0,78758,1,0,0,29423573
3655,9000.0,1600.0,0.6,4.0,1019,14,2.0,3,559000.0,78757,1,0,0,29425071
3656,9844.0,1738.0,0.9,2.6666666666666665,932,14,2.0,3,99000.0,78753,1,0,0,29421571
3657,13939.2,1040.0,1.0666666666666669,3.333333333333333,832,13,1.0,2,180000.0,78753,1,0,0,29421569
3658,6054.0,1348.0,0.6666666666666666,4.0,1104,14,2.0,3,179900.0,78758,1,0,0,29430067
3659,8276.0,1263.0,0.6333333333333333,4.0,1028,14,1.0,3,290000.0,78758,1,0,0,29423562
3660,9888.0,1518.0,0.8000000000000002,3.6666666666666665,1002,14,2.0,3,369900.0,78758,1,0,0,29431058
3661,6067.0,1348.0,0.7333333333333334,4.0,1104,14,2.0,3,235000.0,78758,1,0,0,29430055
3662,9453.0,3072.0,1.2333333333333334,4.333333333333333,983,14,4.0,8,499000.0,78758,1,0,0,29432554
3663,9670.0,1336.0,0.8000000000000002,3.6666666666666665,1002,14,2.0,3,375000.0,78758,1,0,1,29431054
3664,7492.0,1266.0,0.6,4.0,1019,14,2.0,3,450000.0,78757,1,0,1,29425053
3665,6067.0,1296.0,0.7333333333333334,4.0,1104,14,2.0,2,240000.0,78758,1,0,0,29430052
3666,6067.0,1363.0,0.7333333333333334,4.0,1104,14,2.0,3,230000.0,78758,2,0,0,29430051
3667,9801.0,1431.0,0.6333333333333333,4.0,1019,14,2.0,3,439900.0,78757,1,0,0,29425050
3668,400.0,1355.0,0.43333333333333335,4.0,1028,14,2.0,3,157500.0,78758,2,0,0,29427549
3669,9016.0,1503.0,1.2,4.333333333333333,983,14,2.0,3,350000.0,78758,1,0,1,29431548
3670,6054.0,1348.0,0.7333333333333334,4.0,1104,14,2.0,2,221500.0,78758,1,0,0,29430047
3671,7230.0,1559.0,0.6,4.0,1019,14,2.0,3,407500.0,78757,1,0,0,29425046
3672,6067.0,1363.0,0.7333333333333334,4.0,1104,14,2.0,3,219965.0,78758,2,0,1,29430045
3673,8276.0,1736.0,0.6333333333333334,4.0,1019,14,2.0,4,379000.0,78757,1,0,0,29425043
3674,6969.0,1070.0,0.5666666666666667,4.0,1028,14,2.0,3,299900.0,78758,1,0,1,29423542
3675,9104.0,1426.0,1.2,4.333333333333333,983,14,2.0,4,275000.0,78758,1,0,1,29431540
3676,10193.0,1530.0,1.2,4.333333333333333,983,14,2.0,3,359900.0,78758,1,0,0,29431539
3677,396.0,1080.0,0.4666666666666666,4.0,1028,14,2.0,2,189900.0,78758,2,0,0,29427539
3678,13503.6,2085.0,0.6333333333333333,4.0,1019,14,2.0,4,519900.0,78757,1,0,0,29425036
3679,8276.0,1036.0,0.6,4.0,1028,14,2.0,3,298500.0,78758,1,0,0,29423536
3680,8712.0,2033.0,0.6333333333333333,4.0,1019,14,2.0,3,495000.0,78757,1,0,1,29425034
3681,6067.0,1324.0,0.6999999999999998,4.0,1104,14,2.0,3,225000.0,78758,1,0,0,29430033
3682,9016.0,2238.0,0.6,4.0,1028,14,3.0,4,369900.0,78758,1,0,0,29428533
3683,7840.0,1036.0,0.5666666666666667,4.0,1028,14,1.0,3,300000.0,78758,1,0,1,29423533
3684,17424.0,1873.0,0.5666666666666668,4.0,1019,14,2.0,3,719000.0,78757,1,0,1,29422527
3685,12632.4,1113.0,1.2,4.333333333333333,983,14,2.0,3,289900.0,78758,1,0,0,29432526
3686,7013.0,1010.0,0.6,4.0,1019,14,2.0,3,415000.0,78757,1,0,1,29425025
3687,392.0,1080.0,0.43333333333333335,4.0,1028,14,2.0,2,205000.0,78758,2,0,1,29427592
3688,9975.0,1627.0,1.1666666666666667,4.333333333333333,983,14,2.0,4,479000.0,78758,1,0,1,29431523
3689,12196.8,1697.0,0.8666666666666666,2.6666666666666665,932,14,1.0,3,420000.0,78753,1,0,1,29421523
3690,9100.0,1202.0,0.6,4.0,1019,14,2.0,3,395000.0,78757,1,0,0,29425021
3691,8712.0,1744.0,1.1666666666666667,4.333333333333333,983,14,2.0,3,479000.0,78758,1,0,0,29431518
3692,8363.0,1646.0,0.5666666666666667,4.0,1028,14,2.0,3,265900.0,78758,1,0,0,29428516
3693,9626.0,1374.0,0.6,4.0,1019,14,2.0,4,448000.0,78757,1,0,0,29425016
3694,6067.0,1277.0,0.7333333333333334,4.0,1104,14,2.0,2,218000.0,78758,1,0,0,29430015
3695,12632.4,2000.0,0.6666666666666666,4.0,1028,14,3.0,3,290000.0,78758,2,0,0,29423509
3696,9583.0,2182.0,0.6333333333333333,4.0,1019,14,2.0,4,639900.0,78757,1,0,0,29422509
3697,8929.0,1711.0,0.6,4.0,1019,14,2.0,3,465000.0,78757,1,0,1,29425008
3698,10018.0,2052.0,0.6333333333333333,4.0,1019,14,3.0,3,740000.0,78757,1,0,1,29422508
3699,10323.0,1680.0,0.6333333333333333,4.0,1019,14,2.0,3,559000.0,78757,1,0,1,29422507
3700,7840.0,1600.0,0.6,4.0,1019,14,3.0,4,419500.0,78757,1,0,1,29425006
3701,9713.0,1480.0,0.6333333333333333,4.0,1019,14,2.0,3,500000.0,78757,1,0,0,29422506
3702,9670.0,1556.0,0.6,4.0,1019,14,2.0,3,529550.0,78757,1,0,0,29422503
3703,13068.0,3401.0,1.2333333333333334,8.0,1479,16,3.0,4,657000.0,78717,2,1,1,250825998
3704,7535.0,2849.0,1.3,7.666666666666668,1785,16,3.0,3,312000.0,78717,2,0,0,29586997
3705,5357.0,2381.0,1.3333333333333333,8.333333333333334,1913,16,4.0,4,419900.0,78717,2,1,1,121722485
3706,10541.0,3281.0,1.4,8.333333333333334,1913,16,4.0,4,629000.0,78717,1,1,0,96640485
3707,9626.0,2069.0,1.1666666666666667,7.666666666666668,1785,16,2.0,4,330000.0,78717,1,0,0,29547937
3708,8276.0,2665.0,1.838295658649848,5.778694090331862,1237,15,4.0,3,495000.0,78717,1,1,0,89654915
3709,10890.0,2407.0,1.0666666666666669,7.666666666666668,1785,16,3.0,4,360000.0,78717,2,0,1,29586913
3710,7013.0,1948.0,1.0333333333333334,7.666666666666668,1785,16,2.0,4,325000.0,78717,1,0,0,29586909
3711,4356.0,2386.0,1.3999999999999997,8.333333333333334,1913,16,3.0,4,399500.0,78717,2,1,1,121721381
3712,7405.0,1502.0,1.0,7.666666666666668,1785,16,2.0,3,245000.0,78717,1,0,0,29586877
3713,5532.0,2662.0,1.3333333333333333,8.333333333333334,1913,16,3.0,4,465000.0,78717,2,1,1,96639366
3714,12632.4,1667.0,0.9333333333333332,6.0,1343,13,2.0,3,356500.0,78729,1,0,1,29575497
3715,8494.0,1767.0,0.9,6.0,1343,13,2.0,3,309900.0,78729,2,0,0,29575490
3716,6359.0,2277.0,0.9333333333333332,6.0,1343,13,3.0,3,419000.0,78729,2,0,0,29376983
3717,6490.0,1335.0,1.9333333333333336,7.666666666666668,1518,16,2.0,3,300000.0,78727,1,0,1,29375483
3718,6316.0,1188.0,1.9333333333333336,7.666666666666668,1518,16,2.0,3,219000.0,78727,2,0,0,29375481
3719,6316.0,1693.0,1.9333333333333336,7.666666666666668,1518,16,3.0,3,390000.0,78727,1,0,1,29375474
3720,6011.0,1248.0,2.4666666666666663,7.666666666666668,1518,16,2.0,3,177000.0,78727,1,0,0,29445961
3721,8668.0,3054.0,0.9666666666666668,6.0,1343,13,4.0,5,219900.0,78729,2,0,1,29575458
3722,12196.8,2571.0,2.5,7.0,1523,17,3.0,3,589000.0,78759,1,0,0,29364997
3723,5662.0,1658.0,1.1666666666666667,5.666666666666668,1402,12,2.0,3,345000.0,78729,1,0,1,29595455
3724,10467.0,2554.0,1.4333333333333336,8.333333333333334,1638,16,3.0,4,549900.0,78759,1,0,1,29371495
3725,10323.0,2512.0,2.466666666666667,7.0,1523,17,3.0,4,620000.0,78759,2,0,0,29364995
3726,6098.0,1327.0,1.2,5.666666666666668,1402,12,2.0,3,274900.0,78729,1,0,1,29595449
3727,6098.0,1368.0,2.3666666666666667,7.666666666666668,1518,16,2.0,3,289900.0,78727,1,0,0,29445947
3728,12632.4,2212.0,1.6,8.333333333333334,1638,16,3.0,3,417000.0,78759,1,0,0,29369490
3729,8929.0,2288.0,1.1666666666666667,9.0,1616,16,3.0,4,489900.0,78759,2,0,1,29371988
3730,7840.0,2065.0,3.2,6.666666666666668,1486,15,2.0,3,460000.0,78727,1,0,1,29443991
3731,10890.0,2003.0,1.3,8.333333333333334,1638,16,3.0,4,400000.0,78759,2,0,0,29369988
3732,12196.8,2595.0,0.9666666666666668,6.0,1343,13,2.0,3,575000.0,78729,1,0,1,29557437
3733,8624.0,1336.0,2.3,6.0,1474,15,2.0,3,299900.0,78727,1,0,0,58304990
3734,11761.2,1806.0,1.3,8.333333333333334,1638,16,2.0,3,479500.0,78759,1,0,0,29369986
3735,6534.0,1733.0,0.9333333333333336,6.0,1343,13,3.0,4,295000.0,78729,2,0,0,29377929
3736,7492.0,1595.0,2.6,6.666666666666668,1486,15,2.0,3,395000.0,78727,1,0,0,58305989
3737,10367.0,3319.0,1.2333333333333334,8.333333333333334,1638,16,3.0,4,695000.0,78759,2,0,0,29369980
3738,8973.0,1724.0,0.9666666666666668,6.0,1343,13,2.5,3,181500.0,78729,2,0,0,29575428
3739,10759.0,3121.0,3.266666666666667,7.0,1523,17,4.0,5,699999.0,78759,2,1,0,114406977
3740,8929.0,2037.0,3.1666666666666665,6.666666666666668,1486,15,2.0,4,465000.0,78727,1,0,0,29443988
3741,17424.0,2475.0,2.466666666666667,7.0,1523,17,2.0,4,589900.0,78759,1,0,1,29364977
3742,36590.4,3302.0,2.566666666666667,6.0,1474,15,3.0,4,824900.0,78727,1,0,1,29441983
3743,7492.0,1524.0,0.9,6.0,1343,13,3.0,4,304900.0,78729,2,0,0,29376928
3744,9234.0,2163.0,1.2333333333333332,9.0,1616,16,2.0,3,425000.0,78759,1,0,1,29371975
3745,12196.8,1445.0,1.0,6.0,1343,13,2.0,4,159900.0,78729,2,0,0,29557427
3746,6577.0,1628.0,0.9333333333333336,6.0,1343,13,2.0,3,325000.0,78729,1,0,1,29377926
3747,8712.0,1711.0,1.2333333333333332,9.0,1616,16,2.0,3,389900.0,78759,1,0,0,29371973
